id,person_id,trip_n,travel_date,travel_date_dow,o_purpose_category,d_purpose_category,num_non_hh_travelers,num_hh_travelers,num_travelers,o_location_type,d_location_type,o_congestion,d_congestion,age,employment,student,license,planning_apps,industry,gender,education,survey_language,num_bicycles,num_vehicles,res_type,rent_own,income_aggregate,num_people,num_adults,num_kids,num_workers,num_students,disability,trip_distance,mode
58,4,9,13/06/2019,4,2,4,0,1,1,2,3,0,0,5,1,2,0,7,7,1,6,English,0,0,6,2,-9998,2,1,1,1,1,none,16,subway
59,4,10,13/06/2019,4,4,1,0,1,1,3,1,0,0,5,1,2,0,7,7,1,6,English,0,0,6,2,-9998,2,1,1,1,1,none,12.1,subway
60,4,11,14/06/2019,5,1,2,0,1,1,1,2,0,0,5,1,2,0,7,7,1,6,English,0,0,6,2,-9998,2,1,1,1,1,none,4,other
61,4,12,14/06/2019,5,2,1,0,1,1,2,1,0,0,5,1,2,0,7,7,1,6,English,0,0,6,2,-9998,2,1,1,1,1,none,4,bus
62,4,13,14/06/2019,5,1,6,1,2,3,1,4,0,0,5,1,2,0,7,7,1,6,English,0,0,6,2,-9998,2,1,1,1,1,none,0.9,subway
63,5,0,09/06/2019,7,8,8,0,2,2,4,4,0,0,6,1,0,1,1,4,2,6,English,0,2,2,1,4,4,4,0,4,0,none,0.1,walk
64,4,14,14/06/2019,5,6,6,1,2,3,4,4,0,0,5,1,2,0,7,7,1,6,English,0,0,6,2,-9998,2,1,1,1,1,none,0.2,walk
65,4,15,14/06/2019,5,6,1,1,2,3,4,1,0,0,5,1,2,0,7,7,1,6,English,0,0,6,2,-9998,2,1,1,1,1,none,1.1,bus
66,4,16,15/06/2019,6,1,9,1,2,3,1,4,0,0,5,1,2,0,7,7,1,6,English,0,0,6,2,-9998,2,1,1,1,1,none,2.5,bus
67,6,0,11/06/2019,2,1,6,0,2,2,1,4,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.3,walk
68,6,1,11/06/2019,2,6,6,0,2,2,4,4,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.1,walk
69,6,2,11/06/2019,2,6,6,0,2,2,4,4,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.2,walk
70,6,3,11/06/2019,2,6,7,0,2,2,4,4,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.2,walk
71,6,4,11/06/2019,2,7,1,0,2,2,1,1,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.2,walk
72,6,5,12/06/2019,3,1,7,0,2,2,1,4,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.1,walk
73,6,6,12/06/2019,3,7,1,0,2,2,1,1,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.2,walk
74,6,7,13/06/2019,4,1,6,0,2,2,1,4,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.1,walk
75,6,8,13/06/2019,4,6,6,0,2,2,4,1,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.1,walk
76,6,9,13/06/2019,4,6,6,0,2,2,1,4,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.3,walk
77,6,10,13/06/2019,4,6,1,0,2,2,4,1,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.4,walk
78,6,11,15/06/2019,6,1,7,0,2,2,1,4,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.8,walk
79,6,12,15/06/2019,6,7,6,0,2,2,4,4,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.1,walk
80,6,13,15/06/2019,6,6,7,0,2,2,4,4,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.2,walk
81,6,14,15/06/2019,6,7,1,0,2,2,4,1,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.8,walk
82,6,15,17/06/2019,1,1,10,0,2,2,1,4,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.2,subway
83,6,16,17/06/2019,1,8,10,0,2,2,4,4,1,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,3.1,subway
84,6,17,17/06/2019,1,8,8,0,2,2,4,4,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,0.3,walk
85,6,18,17/06/2019,1,8,10,0,2,2,4,4,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,3.5,subway
86,6,19,17/06/2019,1,1,1,0,2,2,4,1,0,0,6,6,0,0,6,-9998,1,2,English,0,0,5,2,1,2,2,0,0,0,hearing,4.5,subway
87,7,0,17/06/2019,1,1,9,0,1,1,1,4,1,1,9,6,0,1,6,-9998,1,6,English,0,0,6,2,2,1,1,0,0,0,none,0.6,walk
88,7,1,17/06/2019,1,9,9,0,1,1,4,4,1,1,9,6,0,1,6,-9998,1,6,English,0,0,6,2,2,1,1,0,0,0,none,0.2,walk
89,7,2,17/06/2019,1,9,9,0,1,1,4,4,1,1,9,6,0,1,6,-9998,1,6,English,0,0,6,2,2,1,1,0,0,0,none,0.2,walk
90,7,3,17/06/2019,1,9,9,0,1,1,4,4,1,1,9,6,0,1,6,-9998,1,6,English,0,0,6,2,2,1,1,0,0,0,none,0.2,walk
91,7,4,17/06/2019,1,9,9,0,1,1,4,4,1,1,9,6,0,1,6,-9998,1,6,English,0,0,6,2,2,1,1,0,0,0,none,1.8,walk
92,7,5,17/06/2019,1,9,8,0,1,1,4,4,1,1,9,6,0,1,6,-9998,1,6,English,0,0,6,2,2,1,1,0,0,0,none,0.5,walk
93,7,6,17/06/2019,1,8,7,0,1,1,4,4,1,1,9,6,0,1,6,-9998,1,6,English,0,0,6,2,2,1,1,0,0,0,none,0.6,walk
94,7,7,17/06/2019,1,7,9,0,1,1,4,4,1,1,9,6,0,1,6,-9998,1,6,English,0,0,6,2,2,1,1,0,0,0,none,0.9,walk
95,7,8,17/06/2019,1,9,9,0,1,1,4,4,1,1,9,6,0,1,6,-9998,1,6,English,0,0,6,2,2,1,1,0,0,0,none,0.3,walk
96,7,9,17/06/2019,1,9,9,0,1,1,4,4,1,1,9,6,0,1,6,-9998,1,6,English,0,0,6,2,2,1,1,0,0,0,none,1,walk
97,7,10,17/06/2019,1,9,9,0,1,1,4,4,1,1,9,6,0,1,6,-9998,1,6,English,0,0,6,2,2,1,1,0,0,0,none,0.3,walk
98,7,11,17/06/2019,1,9,1,0,1,1,4,1,1,1,9,6,0,1,6,-9998,1,6,English,0,0,6,2,2,1,1,0,0,0,none,0.1,walk
99,8,0,11/06/2019,2,1,9,1,2,3,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,2.7,drive
100,8,1,11/06/2019,2,9,9,1,2,3,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,3.1,drive
101,8,2,11/06/2019,2,9,2,0,1,1,1,2,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,5.4,drive
102,8,3,11/06/2019,2,2,7,1,1,2,2,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.2,walk
103,8,4,11/06/2019,2,7,7,1,1,2,4,2,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.2,walk
104,8,5,11/06/2019,2,7,1,0,1,1,2,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,4.8,drive
105,8,6,11/06/2019,2,1,9,0,1,1,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1,drive
106,8,7,11/06/2019,2,9,1,0,1,1,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1.2,drive
107,8,8,11/06/2019,2,1,3,0,1,1,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1.2,drive
108,8,9,11/06/2019,2,3,1,0,1,1,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1.1,drive
109,8,10,12/06/2019,3,1,9,1,2,3,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,2.9,drive
110,8,11,12/06/2019,3,9,9,1,2,3,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,3.1,drive
111,8,12,12/06/2019,3,9,2,0,1,1,1,2,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,2.8,drive
112,8,13,12/06/2019,3,2,8,0,1,1,2,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.1,walk
113,8,14,12/06/2019,3,8,1,0,1,1,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,5,drive
114,8,15,12/06/2019,3,1,3,0,1,1,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1.1,drive
115,8,16,12/06/2019,3,3,6,0,2,2,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,4.4,drive
116,8,17,12/06/2019,3,6,1,0,2,2,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,4.6,drive
117,8,18,12/06/2019,3,1,7,0,1,1,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.2,drive
118,8,19,13/06/2019,4,7,9,1,2,3,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,3,drive
119,8,20,13/06/2019,4,9,9,1,2,3,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,2.9,drive
120,8,21,13/06/2019,4,9,7,0,1,1,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.1,drive
121,8,22,13/06/2019,4,7,9,0,1,1,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.6,drive
122,8,23,13/06/2019,4,9,6,0,1,1,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.9,drive
123,8,24,13/06/2019,4,6,9,0,1,1,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.8,drive
124,8,25,13/06/2019,4,9,9,0,1,1,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.8,drive
125,8,26,13/06/2019,4,9,6,0,1,1,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.5,drive
126,8,27,13/06/2019,4,6,1,0,1,1,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1,drive
127,8,28,13/06/2019,4,1,9,0,1,1,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.5,drive
128,8,29,13/06/2019,4,9,1,0,1,1,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.6,drive
129,8,30,13/06/2019,4,1,9,1,2,3,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.1,drive
130,8,31,13/06/2019,4,9,7,0,1,1,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.2,drive
131,8,32,13/06/2019,4,7,5,0,2,2,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1,drive
132,8,33,13/06/2019,4,5,7,0,2,2,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.9,drive
133,8,34,13/06/2019,4,7,1,0,1,1,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1,drive
134,8,35,13/06/2019,4,1,6,0,2,2,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,4.6,drive
135,8,36,13/06/2019,4,6,1,0,2,2,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,4.8,drive
136,8,37,13/06/2019,4,1,1,0,2,2,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,2.7,drive
137,8,38,14/06/2019,5,1,2,0,1,1,4,2,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,7.6,drive
138,8,39,14/06/2019,5,2,9,0,1,1,2,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1.3,drive
139,8,40,14/06/2019,5,9,7,0,1,1,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.7,drive
140,8,41,14/06/2019,5,7,1,0,1,1,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,6,drive
141,8,42,14/06/2019,5,1,9,1,2,3,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.2,drive
142,8,43,14/06/2019,5,9,7,0,1,1,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.2,drive
143,8,44,14/06/2019,5,7,6,1,2,3,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,2.5,drive
144,8,45,14/06/2019,5,6,6,1,2,3,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,2.1,drive
145,8,46,14/06/2019,5,6,1,1,2,3,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.1,drive
146,8,47,15/06/2019,6,1,6,0,1,1,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.6,drive
147,8,48,15/06/2019,6,6,7,0,1,1,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.4,drive
148,8,49,15/06/2019,6,7,1,0,1,1,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.3,drive
149,5,1,09/06/2019,7,8,8,0,1,1,4,4,0,0,6,1,0,1,1,4,2,6,English,0,2,2,1,4,4,4,0,4,0,none,0.2,walk
150,8,50,15/06/2019,6,1,6,1,2,3,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.9,drive
151,8,51,15/06/2019,6,6,6,1,2,3,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1.8,drive
152,8,52,15/06/2019,6,6,6,1,2,3,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1.1,drive
153,8,53,15/06/2019,6,6,1,1,2,3,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,3.4,drive
154,8,54,15/06/2019,6,1,6,1,2,3,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.1,drive
155,8,55,15/06/2019,6,6,5,3,3,6,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.2,drive
156,8,56,15/06/2019,6,5,8,3,3,6,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,16.1,drive
157,8,57,15/06/2019,6,8,1,3,3,6,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,16.4,drive
158,8,58,16/06/2019,7,1,8,0,1,1,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,2.3,drive
159,8,59,16/06/2019,7,8,6,0,1,1,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1.1,drive
160,8,60,16/06/2019,7,6,6,0,1,1,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,2.1,drive
161,8,61,16/06/2019,7,6,6,0,1,1,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.1,drive
162,8,62,16/06/2019,7,6,6,0,1,1,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.6,drive
163,8,63,16/06/2019,7,6,1,0,1,1,4,1,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.7,drive
164,8,64,17/06/2019,1,1,6,1,2,3,1,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1.7,drive
165,9,0,12/06/2019,3,3,3,2,1,3,4,4,0,0,5,1,0,1,1,1,2,6,English,2,0,6,2,6,2,2,0,2,0,none,0.2,walk
166,8,65,17/06/2019,1,6,7,1,2,3,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,1.6,drive
167,8,66,17/06/2019,1,7,1,1,2,3,4,4,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,0.2,drive
168,8,67,17/06/2019,1,1,2,0,1,1,4,2,0,0,8,1,0,1,5,7,1,5,English,0,2,1,1,4,4,4,0,3,1,none,2.7,drive
